normalized_phrase_id	canonical_phrase	current_state	current_reason_code	audit_state	audit_verdict	audit_basis	audit_confidence	rule_defect	raw_occurrence_count	raw_occurrence_ids	corrected_step04_family_ids	corrected_step04_family_states	audit_boundary
NP19160	знак зодиака после козерога	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0073""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19161	рождаются козероги знак зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0074""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19162	козерог мужчина любовь знак зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0075""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19163	декабрь знак зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0076""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19164	козерог знак зодиака 2026	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0077""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19165	месяц знака зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0078""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19166	дата рождения знаков зодиака козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0079""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19167	совместимость знаков зодиака козерог и овен	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0080"",""R043|results|0086""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19168	знак зодиака козерог парень	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0081""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19169	какой камень подходит знаку зодиака козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	HOLD	SHOULD_BE_HOLD_AMBIGUOUS	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium	ASTROLOGY_RULE_PRECEDES_ZODIAC_PRODUCT_COLLISION_RESOLUTION	1	"[""R042|results|0082""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19170	цвет знака зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0083""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19171	совместимость знаков зодиака козерог девушка	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0085""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19172	козерог знак зодиака в браке	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0087""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19173	скорпион знак зодиака женщина козерог мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0088"",""R047|results|0118""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19174	знаки зодиака совместимость в отношениях козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0089""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19175	козерог знак зодиака на английском	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0090""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19176	козерог картинка знака зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0091""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19177	знак зодиака козерог мальчик	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0092""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19178	козерог знак зодиака женщина в любви	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0093""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19179	после козерога какой знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0094""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19180	совместимость знаков зодиака скорпион козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0095"",""R047|results|0131""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19181	под знаком зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0097""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19182	совместимость знаков зодиака мужчина козерог женщина скорпион	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0098"",""R047|results|0136""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19183	почему знак зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0099""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19184	знаки зодиака женщина козерог мужчина рак	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0100"",""R045|results|0140""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19185	совместимость знаков зодиака мужчина козерог женщина рак	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0105"",""R045|results|0149""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19186	знак зодиака рыбы мужчина козерог совместимость	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0106"",""R046|results|0137""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19187	знак зодиака козерог девочки	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0113""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19188	знак зодиак женщина козерог мужчина рыба	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0114"",""R046|results|0142""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19189	знаки зодиака козерог мужчина телец мужчина	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0115"",""R048|results|0134""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19190	телец знак зодиака женщина козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0116"",""R048|results|0135""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19191	совместимость знаков зодиака рыбы козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0118"",""R046|results|0154""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19192	совместимость знаков зодиака лев козерог мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0119"",""R044|results|0212""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19193	лучшие знаки зодиака для козерога	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0120""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19194	телец знак зодиака мужчина козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0121"",""R048|results|0144""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19195	знак зодиака козерог женщина даты	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0122""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19196	совместимость знаков зодиака мужчина рыба женщина козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0123"",""R046|results|0155""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19197	козерог знак зодиака дни	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0124""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19198	с каким знаком зодиака совместить козерога	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0125""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19199	какой год козерога знак зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0126""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19200	совместимость знаков зодиака телец козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0127"",""R048|results|0148""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19201	2026 год знака зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0128""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19202	совместимость знаков зодиака мужчина телец женщина козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0129"",""R048|results|0151""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19203	совместимость знаков зодиака лев козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0130"",""R044|results|0225""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19204	знак зодиака козерог тату	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0131""]"	"[""F010""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19205	козерог знак зодиака мужчина характеристика совместимость	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0132""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19206	совместимость знаков зодиака овен козерог женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0133"",""R043|results|0149""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19207	знак зодиака мужчина козерог женщина овен	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0134"",""R043|results|0150""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19208	рыбы знак зодиака и козерог мужчина	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0136"",""R046|results|0177""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19209	камень козерога по знаку зодиака мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	HOLD	SHOULD_BE_HOLD_AMBIGUOUS	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium	ASTROLOGY_RULE_PRECEDES_ZODIAC_PRODUCT_COLLISION_RESOLUTION	1	"[""R042|results|0137""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19210	совместимость знаков зодиака мужчина козерог женщина лев	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0138"",""R044|results|0236""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19211	совместимость знаков зодиака овен козерог мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0139"",""R043|results|0155""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19212	кто подходит козерогам женщинам по знаку зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0140""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19213	знаки зодиака козерог и лев женщина	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0141"",""R044|results|0239""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19214	дети знак зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0142""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19215	знак зодиака козерог минусы	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0143""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19216	совместимость знаков зодиака мужчина овен женщина козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0144"",""R043|results|0160""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19217	знаки зодиака львы мужчины и козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		2	"[""R042|results|0145"",""R044|results|0243""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19218	козерог сильнейший знак зодиака	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0146""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19219	аниме знак зодиака козерог	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	high		1	"[""R042|results|0148""]"	"[""F017""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19220	совместимость знаков зодиака козерог в процентах	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0151""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19221	козерог знак зодиака мужчина и женщина лев	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		2	"[""R042|results|0154"",""R044|results|0260""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19222	с какого числа начинается знак зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0155""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19223	козерог знак зодиака плюсы	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0156""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19224	совместимые знаки зодиака с козерогом	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0157""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19225	козерог знак зодиака какой человек	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0158""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19226	какой камень у знака зодиака козерог	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	HOLD	SHOULD_BE_HOLD_AMBIGUOUS	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium	ASTROLOGY_RULE_PRECEDES_ZODIAC_PRODUCT_COLLISION_RESOLUTION	1	"[""R042|results|0160""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19227	персонажи со знаком зодиака козерог	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	high		1	"[""R042|results|0161""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19228	планета знака зодиака козерог	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0162""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19229	знак зодиака козерог какие даты	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0163""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19230	знак зодиака козерог девушка какая	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0164""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19231	знак зодиака перед козерогом	HOLD	HOLD_BUSINESS_FIT_UNCERTAIN	HOLD	HOLD_CONFIRMED	ZODIAC_OR_STONE_PRODUCT_COLLISION	medium		1	"[""R042|results|0165""]"	"[""F012""]"	"[""mixed/ambiguous""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
NP19232	совместимость козерога со знаками зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION	EXCLUDE	EXCLUSION_CONFIRMED	EXPLICIT_ASTROLOGY_INFORMATION_TASK	high		1	"[""R042|results|0167""]"	"[""F021""]"	"[""obvious out-of-scope""]"	NO_SERP_USED; HOLD_PRESERVES_UNRESOLVED_INTENT
