normalized_phrase_id	canonical_phrase	step03b_state	step03b_reason	raw_occurrence_count	old_step04_family	w08_candidate_family	w09_current_family	w09_assignment_reason	w09_specificity_priority	all_material_signals	old_to_w09_changed	w08_to_w09_changed	transition_class	w07_fixture_disposition	step03b_mutated
NP20307	алиса знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20308	лев знак зодиака девушка характеристика	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20309	лев красивый знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20310	совместимость знаков зодиаков в браке льва	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20311	характер льва знак зодиака женщина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20312	лев начало знака зодиака и конец	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20313	рожденные под знаком зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20314	год тигра знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20315	какой знак зодиака больше подходит льву	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20316	гороскоп лев подходящие знаки зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20317	знак зодиака перед львом	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20318	минусы знака зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20319	золотая подвеска лев знак зодиака	KEEP	KEEP_ZODIAC_TITLE_WITH_COMMERCE_OR_OBJECT_FORM	1	PSF012	PSF012	PSF012	ZODIAC_WITH_PRODUCT_FORM_OR_COMMERCE	970	OBJECT_FORM|TOPIC_ZODIAC|UPSTREAM_STEP03B_KEEP	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20320	какой знак зодиака рак льву	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	2	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20321	открытка с днем рождения лев знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20322	знаки зодиака лев змея	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20323	татуировки знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF016	PSF016	PSF016	EXPLICIT_VISUAL_TASK_WITH_TOPIC_AWARE_ROUTE	1080	TASK_VISUAL|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20324	знак зодиака лев даты начала	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20325	знак зодиака лев в сексе	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20326	лев знак зодиака даты с какого числа	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20327	год дракона знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20328	знак зодиака лев рисунок	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF016	PSF016	PSF016	EXPLICIT_VISUAL_TASK_WITH_TOPIC_AWARE_ROUTE	1080	TASK_VISUAL|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20329	знак зодиака лев даты начала и конца	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20330	лев драгоценные камни по знаку зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF013	PSF013	PSF013	STONE_WITH_PRODUCT_ZODIAC_OR_CATALOG_REFERENT	960	OBJECT_STONE|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20331	сделать знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF027	PSF027	EXPLICIT_MAKE_OR_CRAFT_TASK	1090	TASK_MAKE_CRAFT|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20332	знак зодиака лев работа	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20333	какой человек по знаку зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20334	мужчина лев с другими знаками зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20335	имена подходящие знаку зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20336	знаменитости по знаку зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20337	лев интересный знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20338	человек под знаком зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20339	персонажи со знаком зодиака лев	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20340	сила знаков зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20341	цветы для знака зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20342	лев знак зодиака сочетания	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20343	лев самый лучший знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20344	глаза знака зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20345	лев знак зодиака гороскоп на 2026	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20346	совместимость мужчины льва с другими знаками зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20347	гороскоп какой знак зодиака подходит льву	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20348	знак зодиака лев гороскоп на год	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20349	знак зодиака лев мужчина в браке	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20350	какие знаки зодиака подходят девушке льву	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20351	песня по знаку зодиака лев	EXCLUDE	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20352	что значит знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF015	PSF015	EXPLICIT_MEANING_TASK_WITH_TOPIC_AWARE_ROUTE	1070	TASK_ASTRO_INFORMATION|TASK_MEANING|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	NO	UNCHANGED_FROM_W08_CANDIDATE	RULE_ORDER_DEFECT	NO
NP20353	скачать знаки зодиака лев	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	1	PSF018	PSF018	PSF018	UPSTREAM_MEDIA_ACTION_COLLISION	1210	TASK_MEDIA_DIGITAL|TOPIC_ZODIAC|UPSTREAM_MEDIA_ACTION_COLLISION|UPSTREAM_STEP03B_HOLD	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20354	числа знака зодиака лев по гороскопу	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	1	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	NOT_IN_STEP04_SEMANTIC_SCOPE	STEP03B_EXCLUDE_HISTORY_PRESERVED_WITHOUT_RETRIAGE	9999	UPSTREAM_STEP03B_EXCLUDE	NO	NO	EXCLUDE_HISTORY_UNCHANGED	PASS_AS_PRELIMINARY_FAMILY	NO
NP20355	все про знак зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20356	знак зодиака лев все про львов	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20357	знаки зодиака бык лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20358	совместимы ли знаки зодиака лев	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF015	PSF015	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	NO	NO	UNCHANGED_FROM_W08_CANDIDATE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20359	кто подходит мужчине льву по знаку зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20360	знак зодиака лев луна	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20361	лев места знака зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
NP20362	знак зодиака лев крыса	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	1	PSF014	PSF014	PSF015	EXPLICIT_ASTROLOGY_INFORMATION_TASK	1060	TASK_ASTRO_INFORMATION|TOPIC_ZODIAC|UPSTREAM_STEP03B_HOLD|UPSTREAM_ZODIAC_STONE_COLLISION	YES	YES	W09_UNIVERSAL_SPECIFICITY_PRECEDENCE_REROUTE	PASS_AS_PRELIMINARY_FAMILY	NO
