occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	raw_phrase	raw_count	exact_normalized_key	normalized_phrase_id	implicit_duplicate_group_id	implicit_duplicate_state	collapsed_to_normalized_phrase_id	mapping_reason	notes
R043|results|0474	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	474	знаменитые овны по знаку зодиака	15	знаменитые овны по знаку зодиака	NP20031		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0475	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	475	как появился знак зодиака овен	15	как появился знак зодиака овен	NP20032		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0476	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	476	знаки зодиака рыба овен в отношениях	15	знаки зодиака рыба овен в отношениях	NP20033		NONE	NP20033	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R046|results|0702	46	S067	знак зодиака Рыбы	wordstat-bfc1f74c-8137-4795-a00d-47ed8b85d894	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__046__wordstat-bfc1f74c-8137-4795-a00d-47ed8b85d894.raw.txt	results	702	знаки зодиака рыба овен в отношениях	15	знаки зодиака рыба овен в отношениях	NP20033		NONE	NP20033	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R043|results|0477	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	477	какой камень соответствует знаку зодиака овен	15	какой камень соответствует знаку зодиака овен	NP20034		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0478	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	478	какой по счету знак зодиака овен	15	какой по счету знак зодиака овен	NP20035		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0479	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	479	эскиз тату знак зодиака овен	14	эскиз тату знак зодиака овен	NP20036		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0480	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	480	противоположный знак зодиака овен знак зодиака	14	противоположный знак зодиака овен знак зодиака	NP20037		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0481	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	481	враги знака зодиака овен	14	враги знака зодиака овен	NP20038		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0482	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	482	2026 прогноз для знаков зодиака овен	14	2026 прогноз для знаков зодиака овен	NP20039		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0483	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	483	овен слабый знак зодиака	14	овен слабый знак зодиака	NP20040		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0484	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	484	овен знак зодиака легенда	14	овен знак зодиака легенда	NP20041		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0485	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	485	овен знак зодиака характеристика мужчина любовь	14	овен знак зодиака характеристика мужчина любовь	NP20042		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0486	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	486	знак зодиака овен приколы	14	знак зодиака овен приколы	NP20043		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0487	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	487	20 апреля какой знак зодиака овен	14	20 апреля какой знак зодиака овен	NP20044		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0488	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	488	овен воздушный знак зодиака	14	овен воздушный знак зодиака	NP20045		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0489	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	489	сатурн в овне для знаков зодиака	13	сатурн в овне для знаков зодиака	NP20046		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0490	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	490	картинка овен знак зодиака женщина	13	картинка овен знак зодиака женщина	NP20047		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0491	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	491	овен знак зодиака на англ	13	овен знак зодиака на англ	NP20048		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0492	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	492	знаки зодиака геншин овен	13	знаки зодиака геншин овен	NP20049		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0493	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	493	тату знак зодиака овен для мужчин	13	тату знак зодиака овен для мужчин	NP20050		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0494	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	494	овен даты рождения знака зодиака мужчина	13	овен даты рождения знака зодиака мужчина	NP20051		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0495	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	495	овен мальчик характеристика знака зодиака	13	овен мальчик характеристика знака зодиака	NP20052		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0496	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	496	самый подходящий знак зодиака для женщины овна	13	самый подходящий знак зодиака для женщины овна	NP20053		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0497	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	497	овны знак зодиака скорпион 2026 сентября	13	овны знак зодиака скорпион 2026 сентября	NP20054		NONE	NP20054	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R047|results|0668	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	668	овны знак зодиака скорпион 2026 сентября	13	овны знак зодиака скорпион 2026 сентября	NP20054		NONE	NP20054	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R043|results|0498	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	498	характеристика знаков зодиака овен апрель	13	характеристика знаков зодиака овен апрель	NP20055		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0499	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	499	серебряная подвеска для цепочки знак зодиака овен	13	серебряная подвеска для цепочки знак зодиака овен	NP20056		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0500	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	500	какие знаки зодиака любят овна	12	какие знаки зодиака любят овна	NP20057		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0501	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	501	овны знак зодиака скорпион 2026 августа	12	овны знак зодиака скорпион 2026 августа	NP20058		NONE	NP20058	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R047|results|0671	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	671	овны знак зодиака скорпион 2026 августа	12	овны знак зодиака скорпион 2026 августа	NP20058		NONE	NP20058	COLLAPSED_EXACT_DUPLICATE_TO_ANALYTICAL_IDENTITY	Raw occurrence remains independently addressable in this ledger.
R043|results|0502	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	502	сатурн в овне 2026 для знаков зодиака	12	сатурн в овне 2026 для знаков зодиака	NP20059		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0503	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	503	овен знак зодиака планета покровитель	12	овен знак зодиака планета покровитель	NP20060		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0504	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	504	признаки знака зодиака овен	12	признаки знака зодиака овен	NP20061		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0505	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	505	знак зодиака овен какой драгоценный камень	12	знак зодиака овен какой драгоценный камень	NP20062		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0506	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	506	описать знак зодиака овен	12	описать знак зодиака овен	NP20063		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0507	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	507	идеальный знак зодиака для мужчины овна	12	идеальный знак зодиака для мужчины овна	NP20064		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0508	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	508	порядок знаков зодиака с овна	12	порядок знаков зодиака с овна	NP20065		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0509	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	509	как нарисовать знак зодиака овен	12	как нарисовать знак зодиака овен	NP20066		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0510	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	510	знак зодиака овен собака порода	11	знак зодиака овен собака порода	NP20067		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0511	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	511	какой цвет по знаку зодиака подходит овнам	11	какой цвет по знаку зодиака подходит овнам	NP20068		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0512	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	512	овен самый ревнивый знак зодиака	11	овен самый ревнивый знак зодиака	NP20069		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0513	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	513	овен знак зодиака здоровье	11	овен знак зодиака здоровье	NP20070		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0514	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	514	знак зодиака овен информация	11	знак зодиака овен информация	NP20071		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0515	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	515	овен знак зодиака на небе	11	овен знак зодиака на небе	NP20072		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0516	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	516	матерный гороскоп для знаков зодиака овен	11	матерный гороскоп для знаков зодиака овен	NP20073		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0517	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	517	овен самый злопамятный знак зодиака	11	овен самый злопамятный знак зодиака	NP20074		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0518	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	518	лучшая пара для знака зодиака овен	11	лучшая пара для знака зодиака овен	NP20075		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0519	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	519	какие знаки зодиака притягивает женщина овен	11	какие знаки зодиака притягивает женщина овен	NP20076		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0520	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	520	как выглядит знак зодиака овен фото	11	как выглядит знак зодиака овен фото	NP20077		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0521	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	521	12 апреля знак зодиака овен женщина	11	12 апреля знак зодиака овен женщина	NP20078		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0522	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	522	знаки зодиака по порядку начиная с овна	10	знаки зодиака по порядку начиная с овна	NP20079		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0523	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	523	овен знак зодиака гороскоп на завтра	10	овен знак зодиака гороскоп на завтра	NP20080		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0524	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	524	у каких стримеров знак зодиака овен	10	у каких стримеров знак зодиака овен	NP20081		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0525	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	525	у каких блогеров знак зодиака овен	10	у каких блогеров знак зодиака овен	NP20082		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0526	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	526	12 апреля знак зодиака овен мужчина	10	12 апреля знак зодиака овен мужчина	NP20083		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0527	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	527	знак зодиака овен это какое животное	10	знак зодиака овен это какое животное	NP20084		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0528	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	528	бывает знак зодиака овен	10	бывает знак зодиака овен	NP20085		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0529	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	529	как выглядит знак зодиака овен символ	10	как выглядит знак зодиака овен символ	NP20086		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0530	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	530	знак зодиака овен женщина крючком	10	знак зодиака овен женщина крючком	NP20087		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0531	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	531	все про знак зодиака овен мужчина	10	все про знак зодиака овен мужчина	NP20088		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R043|results|0532	43	S064	знак зодиака Овен	wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__043__wordstat-b9438bf7-323d-4230-b91a-55dfa5474b1b.raw.txt	results	532	1 апреля знак зодиака овен	10	1 апреля знак зодиака овен	NP20089		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
