raw_occurrence_id	normalized_phrase_id	canonical_phrase	raw_phrase	current_step03b_state	current_step03b_reason	step04_scope_state	post_sanitation_family_id	family_assignment_reason	family_context_supports_business	ambiguity_class	later_evidence_needed	source_seed_run_provenance_locator	historical_step04_family_id	historical_step04_family_label	historical_vs_new_family_relation	raw_observed_count_descriptive_only	frequency_used_for_assignment
R045|results|0822	NP21841	23 июля знак зодиака рак	23 июля знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=822	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	12	NO
R045|results|0823	NP21842	рак знак зодиака как выглядит значок	рак знак зодиака как выглядит значок	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=823	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	12	NO
R045|results|0825	NP21843	когда начинает знак зодиака рак	когда начинает знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=825	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	12	NO
R045|results|0826	NP21844	подходит ли знаку зодиака рак розовый кварц	подходит ли знаку зодиака рак розовый кварц	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=826	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	11	NO
R045|results|0827	NP21845	щекотка знака зодиака рак	щекотка знака зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=827	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0828	NP21846	рак какой месяц по гороскопу знак зодиака	рак какой месяц по гороскопу знак зодиака	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=828	F021	Гороскопы, совместимость, даты и характеристики знаков	EXCLUDED_HISTORY_NOT_RETRIAGED	11	NO
R045|results|0829	NP21847	телец и рак по знаку зодиака совместный	телец и рак по знаку зодиака совместный	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=829	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R048|results|0511	NP21847	телец и рак по знаку зодиака совместный	телец и рак по знаку зодиака совместный	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=48|seed=S069|request=wordstat-9d96a936-b280-4cfb-abb0-5f4a280acd13|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__048__wordstat-9d96a936-b280-4cfb-abb0-5f4a280acd13.raw.txt|channel=results|position=511	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0830	NP21848	если обидеть знак зодиака рак	если обидеть знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=830	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0831	NP21849	интересные факты о знаке зодиака рак	интересные факты о знаке зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=831	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0832	NP21850	легенда знака зодиака рак	легенда знака зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=832	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0833	NP21851	знак зодиака рак змея женщина	знак зодиака рак змея женщина	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=833	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	11	NO
R045|results|0834	NP21852	раки умные знаки зодиака	раки умные знаки зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=834	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0835	NP21853	матерный гороскоп для знаков зодиака слушать рак	матерный гороскоп для знаков зодиака слушать рак	HOLD	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	HOLD_SEMANTIC_SCOPE	PSF018	REASON_BOUND_MEDIA_TITLE_OR_ACTION_COLLISION	MIXED	PRODUCT_NAME_VS_MEDIA_TITLE	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=835	F017	Книги, аудиокниги, сериалы, фильмы и музыка	PRESERVED_OR_REFINED	11	NO
R045|results|0836	NP21854	цитаты про раков знак зодиака	цитаты про раков знак зодиака	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=836	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	11	NO
R045|results|0837	NP21855	приколы про знаки зодиака рак	приколы про знаки зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=837	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0838	NP21856	кошка по знаку зодиака рак	кошка по знаку зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=838	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0839	NP21857	какого числа родился знак зодиака рак	какого числа родился знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=839	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0840	NP21858	19 июля знак зодиака рак	19 июля знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=840	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0841	NP21859	с каким знаком зодиака рак дружит	с каким знаком зодиака рак дружит	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=841	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0842	NP21860	созвездия знака зодиака рак описание и фото	созвездия знака зодиака рак описание и фото	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=842	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	EXCLUDED_HISTORY_NOT_RETRIAGED	10	NO
R045|results|0843	NP21861	знак зодиака рак какой месяц рождения	знак зодиака рак какой месяц рождения	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF015	ZODIAC_INFORMATION_CONTEXT_PRESERVED_AS_HOLD	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=843	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0844	NP21862	все про знак зодиака рак мужчина	все про знак зодиака рак мужчина	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=844	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0845	NP21863	по знаку зодиака я типичный рак	по знаку зодиака я типичный рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=845	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0846	NP21864	рак ревнивый знак зодиака мужчина	рак ревнивый знак зодиака мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=846	F021	Гороскопы, совместимость, даты и характеристики знаков	EXCLUDED_HISTORY_NOT_RETRIAGED	10	NO
R045|results|0847	NP21865	знак зодиака рак обозначение символом	знак зодиака рак обозначение символом	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF016	ZODIAC_VISUAL_OR_SYMBOL_CONTEXT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=847	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	PRESERVED_OR_REFINED	10	NO
R045|results|0848	NP21866	богиня по знаку зодиака рак	богиня по знаку зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=848	F010	Информационная/визуальная зонтичная семья: значения, история, мифология, руны и тату/body-art	MOVED_BETWEEN_FAMILY_MEANINGS	10	NO
R045|results|0849	NP21867	25 июля знак зодиака рак	25 июля знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=849	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0850	NP21868	кто из мстителей знаком зодиака рак	кто из мстителей знаком зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=850	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0852	NP21869	популярные люди со знаком зодиака рак	популярные люди со знаком зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=852	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0853	NP21870	цвет удачи по знаку зодиака рак женщина	цвет удачи по знаку зодиака рак женщина	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=853	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	10	NO
R045|results|0854	NP21871	чем опасен знак зодиака рак	чем опасен знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=854	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	10	NO
R045|results|0855	NP21872	знак зодиака рак из бисера	знак зодиака рак из бисера	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=855	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	9	NO
R045|results|0856	NP21873	с какого дня начинается знак зодиака рак	с какого дня начинается знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=856	F021	Гороскопы, совместимость, даты и характеристики знаков	PRESERVED_OR_REFINED	9	NO
R045|results|0857	NP21874	рак знак зодиака гороскоп на сегодня мужчина	рак знак зодиака гороскоп на сегодня мужчина	EXCLUDE	EXCLUDE_EXPLICIT_ASTROLOGY_INFORMATION_TASK	EXCLUDED_HISTORY	NOT_IN_STEP04_SEMANTIC_SCOPE	CORRECTED_STEP03B_EXCLUDE_PRESERVED_AS_HISTORY	NO	NONE_CURRENT_STEP03B_EXCLUDE	NONE	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=857	F021	Гороскопы, совместимость, даты и характеристики знаков	EXCLUDED_HISTORY_NOT_RETRIAGED	9	NO
R045|results|0858	NP21875	кулон со знаком зодиака рак	кулон со знаком зодиака рак	KEEP	KEEP_ZODIAC_TITLE_WITH_COMMERCE_OR_OBJECT_FORM	ACTIVE_SEMANTIC_SCOPE	PSF012	ZODIAC_WITH_PRODUCT_FORM_OR_COMMERCE	YES	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	STEP10	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=858	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	9	NO
R045|results|0859	NP21876	кем я стану знак зодиака рак	кем я стану знак зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=859	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	9	NO
R045|results|0860	NP21877	шунгит для знака зодиака рак	шунгит для знака зодиака рак	HOLD	HOLD_ZODIAC_OR_STONE_PRODUCT_COLLISION	HOLD_SEMANTIC_SCOPE	PSF014	ZODIAC_UNQUALIFIED_REFERENT	MIXED	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	SERP_REQUIRED	run=45|seed=S066|request=wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a|carrier=STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__045__wordstat-22d64620-4342-4d7b-8ad0-9d4c3e54c34a.raw.txt|channel=results|position=860	F012	Знак зодиака без достаточного товарного уточнения	PRESERVED_OR_REFINED	9	NO
