occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	phrase	count	family_id	family_label	assignment_reason_code	assignment_rule	business_fit_state	ambiguity_state	notes
R047|results|0335	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	335	мем скорпион знак зодиака	55	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0336	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	336	начало знака зодиака скорпион конец	55	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0337	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	337	год дракон знак зодиака скорпион	55	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0338	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	338	скорпион знак зодиака женщина характеристика минусы	55	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0339	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	339	порно знак зодиака скорпион	54	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0340	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	340	стрелец водолей рак скорпион знаки зодиака	54	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0341	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	341	скорпион знак зодиака обезьяна	54	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0342	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	342	с каким знаком зодиака совместим скорпион женщина	53	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0343	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	343	год тигра знак зодиака скорпион	53	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0344	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	344	скорпион знак зодиака жена	53	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0345	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	345	знаки зодиака по месяцам и числам скорпион	52	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0346	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	346	знаки зодиака скорпион женщина талисман	52	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0347	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	347	с каким знаком зодиака совместим скорпион мужчина	51	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0348	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	348	профессия знака зодиака скорпион	51	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0349	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	349	скорпионы злые знак зодиака	51	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0350	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	350	скорпион знак зодиака женщина сегодня	51	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0351	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	351	скорпион 8 знак зодиака	50	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0352	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	352	знак зодиака белый скорпион	50	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0353	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	353	характер человека знака зодиака скорпион	50	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0354	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	354	знаки зодиака по годам рождения скорпион	50	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0355	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	355	скорпион знак зодиака удача	49	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0356	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	356	кто больше подходит знаку зодиака скорпион	49	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0357	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	357	знак зодиака скорпион даты начала	49	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0358	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	358	знак зодиака скорпион интересное	49	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0359	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	359	скорпион дома знак зодиака	49	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0360	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	360	знак зодиака дружить с скорпионом	49	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0361	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	361	виды знаков зодиака скорпионов	48	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0362	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	362	скорпион подходящие знаки зодиака в любви	48	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0363	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	363	астрология знак зодиака скорпион	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0364	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	364	знак зодиака скорпион муж	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0365	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	365	почему скорпион водный знак зодиака	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0366	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	366	бывает знак зодиака скорпион	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0367	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	367	скорпион знак зодиака земной знак	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0368	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	368	знаменитости скорпионы по знаку зодиака	47	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0369	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	369	знак зодиака скорпион рассказать	47	F017	Книги, аудиокниги, сериалы, фильмы и музыка	EXPLICIT_MEDIA_OR_ENTERTAINMENT_CONTEXT	BASE_F017_RULE_RETAINED	EXPLICITLY_DIFFERENT_MEDIA_ENTITY	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0370	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	370	цвет знака зодиака скорпион женщина	46	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0371	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	371	скорпион мужчина характеристика знака зодиака в любви	46	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0372	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	372	характеристика знака зодиака скорпион в любви	46	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0373	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	373	что обозначает знак зодиака скорпион	46	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0374	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	374	21 ноября знак зодиака скорпион	46	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0375	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	375	носить знак зодиака скорпион	46	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0376	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	376	золотой кулон знак зодиака скорпион	45	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0377	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	377	скорпион знак зодиака женщина секс	45	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0378	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	378	знаки зодиака скорпион крыса	45	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0379	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	379	факты про скорпионов знак зодиака	45	F012	Знак зодиака без достаточного товарного уточнения	ZODIAC_TERM_PRODUCT_VERSUS_ASTROLOGY_UNRESOLVED	BASE_F012_RULE_RETAINED	DIRECT_TITLE_WORDING_BUT_REFERENT_UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0380	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	380	совместимость знаков зодиака со скорпионом женщиной	45	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R047|results|0381	47	S068	знак зодиака Скорпион	wordstat-0088ece9-d252-428d-927f-0acdf0a03a84	STEP_03_WORDSTAT_RAW/RECOVERY_REQUERY__047__wordstat-0088ece9-d252-428d-927f-0acdf0a03a84.raw.txt	results	381	скорпион знак зодиака натальная карта	45	F021	Гороскопы, совместимость, даты и характеристики знаков	EXPLICIT_ASTROLOGY_INFORMATION_CONTEXT	BASE_F021_RULE_RETAINED	NO_CATALOG_PRODUCT_REFERENT_IN_EXPLICIT_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
